Korean,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
숙청,0,0,0,1,0,1,0,0,0,0
정화,0,0,0,0,0,0,1,0,0,1
정화하다,0,0,0,0,1,0,1,0,0,1
순수주의자,0,0,0,0,0,0,1,0,0,0
청정,0,0,0,0,0,0,1,0,1,0
자주색,0,0,0,0,0,0,0,0,0,0
취지,0,0,0,0,0,0,0,0,0,0
목적,0,0,0,0,0,0,0,0,0,0
일부러,0,0,0,0,0,0,0,0,0,0
푸르르르,0,0,0,0,1,0,1,0,0,1
지갑,0,0,0,0,0,0,0,0,0,0
추구,0,0,0,0,0,0,0,0,0,0
추구,0,0,0,0,0,0,0,0,0,0
추구,0,0,0,0,0,0,0,0,0,0
납품업자,0,0,0,0,0,0,0,0,0,0
범위,0,0,0,0,0,0,0,0,0,0
고름,0,0,1,0,0,1,0,0,0,0
푸시,0,0,0,0,0,0,0,0,0,0
미는,0,0,0,0,0,0,0,0,0,0
고양이,0,0,0,0,0,0,0,0,0,0
고양이,0,0,0,0,0,0,0,0,0,0
고양이,0,0,0,0,0,0,0,0,0,0
놓다,0,0,0,0,0,0,0,0,0,0
추정,0,0,0,0,0,0,0,0,0,1
넣어,0,0,0,0,0,0,0,0,0,0
퍼티,0,0,0,0,0,0,0,0,0,0
어찌할 바를 모르는,0,0,0,0,0,0,0,0,0,0
수수께끼,0,0,0,0,0,0,0,0,0,0
작은 것,0,0,0,0,0,0,0,0,0,0
피라미드,0,0,0,0,0,0,0,0,0,0
피라미드형,0,0,0,0,0,0,0,0,0,0
불꽃 쏘아 올리기,0,0,0,0,0,0,0,0,0,0
돌팔이 의사,0,0,1,0,0,1,0,0,0,0
쿼드,0,0,0,0,0,0,0,0,0,0
사각형,0,0,0,0,0,0,0,0,0,0
사분면,0,0,0,0,0,0,0,0,0,0
이차,0,0,0,0,0,0,0,0,0,0
구적법,0,0,0,0,0,0,0,0,0,0
네 배로,0,0,0,0,0,0,0,0,0,0
사중극자,0,0,0,0,0,0,0,0,0,0
소택지,0,0,1,0,0,1,0,0,0,0
메추라기,0,0,0,1,0,1,0,0,0,0
기이한,0,0,0,0,1,0,1,0,0,1
지진,0,0,0,1,0,0,0,0,0,0
자격 있는,0,0,0,0,0,0,1,0,0,1
자격을 갖추다,0,0,0,0,0,0,0,0,0,0
자격,0,0,0,0,0,0,1,0,0,0
자질,0,0,0,0,0,0,0,0,0,0
품질,0,0,0,0,0,0,0,0,0,0
당황,1,0,0,1,0,1,0,0,0,0
정량화하다,0,0,0,0,0,0,0,0,0,0
정량적,0,0,0,0,0,0,0,0,0,0
정량적으로,0,0,0,0,0,0,0,0,0,0
수량,0,0,0,0,0,0,0,0,0,0
양자,0,0,0,0,0,0,0,0,0,0
건강격리,0,0,0,1,0,0,0,0,0,0
싸움,1,0,0,0,0,1,0,0,0,0
채석장,0,0,0,0,0,0,0,0,0,0
쿼트,0,0,0,0,0,0,0,0,0,0
4분의 1,0,0,0,0,0,0,0,0,0,0
4분의 1,0,0,0,0,0,0,0,0,0,0
병사,0,0,0,0,0,0,0,0,0,0
사중주,0,0,0,0,0,0,0,0,0,0
사분위수,0,0,0,0,0,0,0,0,0,0
콰르토,0,0,0,0,0,0,0,0,0,0
석영,0,0,0,0,0,0,0,0,0,0
호박,0,0,0,1,0,1,0,0,0,0
준,0,0,0,0,0,0,0,0,0,0
네개 한 조인 것,0,0,0,0,0,0,0,0,0,0
부두,0,0,0,0,0,0,0,0,0,0
퀸,0,0,0,0,0,0,0,0,0,0
진압,0,0,0,0,0,1,0,0,0,0
끄다,0,0,0,0,0,0,0,0,0,0
질문,0,0,0,0,0,0,0,0,0,0
탐구,0,1,0,0,0,0,1,0,0,0
의문,0,0,0,0,0,0,1,0,0,0
수상한,0,0,1,0,0,1,0,0,0,0
질문,0,0,0,0,0,0,0,0,0,0
대기줄,0,0,0,0,0,0,0,0,0,0
빠르게 하다,0,1,0,0,0,0,0,0,0,0
빠르게,0,0,0,0,0,0,0,0,0,0
민첩,0,0,0,0,0,0,1,0,1,0
수은,0,0,0,0,0,1,0,0,1,0
한 번 씹는 분량,0,0,0,0,0,0,0,0,0,0
고요한,0,0,0,0,0,0,1,0,0,0
조용한,0,0,0,0,0,0,1,1,0,0
조용히,0,0,0,0,0,0,0,0,0,0
깃,0,0,0,0,0,0,0,0,0,0
이불,0,0,0,0,0,0,0,0,0,0
퀴닌,0,0,0,0,0,0,1,0,0,0
그만두다,0,0,0,0,0,1,0,0,0,0
피장 장이 된,0,0,0,0,0,0,0,0,0,0
떨림,0,0,0,1,0,1,0,0,0,0
떨리는,0,0,0,1,0,1,0,0,0,0
퀴즈,0,0,0,0,0,1,0,0,0,0
정족수,0,0,0,0,0,0,0,0,0,0
몫,0,0,0,0,0,0,0,0,0,0
인용,0,0,0,0,0,0,0,0,0,0
인용하다,0,1,0,0,0,1,1,0,1,0
몫,0,0,0,0,0,0,0,0,0,0
토끼,0,0,0,0,0,0,0,0,0,0
소탕,1,0,0,1,0,1,0,0,0,0
맹렬한,1,1,1,1,0,1,0,1,0,0
광견병,0,0,0,0,0,1,0,0,0,0
경주,0,0,0,0,0,0,0,0,0,0
경주마,0,0,0,0,0,0,0,0,0,0
경주자,0,0,0,0,0,0,0,0,0,0
고문,0,0,0,0,0,1,0,1,0,0
라켓,0,0,0,0,0,1,0,0,0,0
고문하는,0,0,0,0,0,0,0,0,0,0
격렬한,0,0,0,0,0,0,0,0,0,0
레이더,0,0,0,0,0,0,0,0,0,1
발광,0,1,0,0,1,0,1,0,0,1
광점,0,0,0,0,1,0,1,0,0,0
방사하다,0,0,0,0,0,0,1,0,0,0
방사능,0,0,0,1,0,1,0,0,0,0
본래,0,0,0,0,0,0,0,0,0,0
라디오,0,0,0,0,0,0,1,0,0,0
방사성,0,0,0,1,0,1,0,0,0,0
방사능,0,0,0,0,0,0,0,0,0,0
방사선 사진,0,0,0,0,0,0,0,0,0,0
방사선 촬영,0,0,0,0,0,0,0,0,0,0
방사선과,0,0,0,0,0,0,0,0,0,0
라듐,0,0,0,0,0,0,0,0,0,0
반지름,0,0,0,0,0,0,0,0,0,0
라돈,0,0,0,1,0,1,0,0,0,0
래플,0,1,0,0,0,0,0,0,1,0
뗏목,0,0,0,0,0,0,0,0,0,0
격노,1,0,0,0,0,1,0,0,0,0
떨어진,0,0,0,0,0,0,0,0,0,0
성난,1,0,1,1,0,1,0,0,0,0
누더기,0,0,1,0,0,1,0,0,0,0
습격,1,0,0,1,0,1,0,0,1,0
레일,1,1,0,0,0,1,0,0,0,0
난간,0,0,0,0,0,0,0,0,0,0
철도,0,0,0,0,0,0,0,0,0,0
철도,0,0,0,0,0,0,0,0,0,0
의류,0,0,0,0,0,0,0,0,0,0
비,0,0,0,0,0,0,0,0,0,0
비옷,0,0,0,0,0,0,0,0,0,0
강우,0,0,0,0,0,0,0,0,0,0
비오는,0,0,0,0,0,0,0,1,0,0
들어올리다,0,0,0,0,0,0,0,0,0,0
높은,0,0,0,0,0,0,0,0,0,0
인상,0,0,0,0,0,0,0,0,0,0
갈퀴,0,0,0,0,0,0,0,0,0,0
랠리,0,0,0,0,0,0,0,0,0,0
램,1,1,0,0,0,1,0,0,0,0
산책,0,0,0,0,0,0,0,0,0,0
어슬렁어슬렁,0,0,0,0,0,1,0,0,0,0
비탈길,0,0,0,0,0,0,0,0,0,0
날뛰다,1,0,0,1,0,1,0,0,0,0
농장,0,0,0,0,0,0,0,0,0,0
썩은,0,0,1,0,0,1,0,0,0,0
무작위로,0,0,0,0,0,0,0,0,1,0
무작위성,0,0,0,0,0,0,0,0,0,0
랜디,0,0,0,0,0,0,0,0,0,0
레인저,0,0,0,0,0,0,0,0,0,1
계급,0,0,0,0,0,0,0,0,0,0
몸값,1,0,0,1,0,1,0,0,0,0
호언장담,0,0,0,0,0,0,0,0,0,0
랩,0,0,0,0,0,0,0,0,0,0
강간,1,0,1,1,0,1,0,1,0,0
빠른,0,0,0,0,0,0,0,0,1,0
급속,0,0,0,0,0,0,0,0,0,0
여울,0,0,0,0,0,0,0,0,0,0
랩,1,0,0,0,0,0,0,0,0,0
황홀한,0,0,0,0,1,0,1,0,1,1
랩터,0,0,0,1,0,1,0,0,0,0
황홀경,0,1,0,0,1,0,1,0,0,0
드물게,0,0,0,0,0,0,0,0,0,0
희박,0,0,0,0,0,0,0,0,1,0
악당,1,0,1,1,0,1,0,0,0,0
발진,0,0,1,0,0,1,0,0,0,0
쥐,0,0,1,1,0,1,0,0,0,0
래칫 휠 장치,0,0,0,0,0,0,0,0,0,0
비율,0,0,0,0,0,0,0,0,0,0
비준,0,0,0,0,0,0,0,0,0,0
비준하다,0,0,0,0,0,0,0,0,0,1
평가,1,0,0,1,0,1,0,1,0,0
비율,0,0,0,0,0,0,0,0,0,0
정액,0,0,0,0,0,0,0,0,0,0
합리적인,0,0,0,0,0,0,1,0,0,1
이론적 해석,0,0,0,0,0,0,0,0,0,0
이성론,0,0,0,0,0,0,0,0,0,0
합리성,0,0,0,0,0,0,0,0,0,0
등나무,0,0,0,0,0,0,0,0,0,0
딸랑이,0,0,0,0,0,0,0,0,0,0
방울뱀,0,0,0,1,0,0,0,0,0,0
소란스러운,0,0,0,0,0,1,0,0,0,0
날뛰다,1,0,1,0,1,1,1,0,1,1
갈가마귀,0,0,0,0,0,0,0,0,0,0
굶주린,1,0,0,1,0,1,0,1,0,0
좁은 골짜기,0,0,0,1,0,0,0,0,0,0
미쳐 날뛰는,1,1,0,1,1,1,0,0,1,0
생가죽,0,0,0,0,0,0,0,0,0,0
레이,0,0,0,0,0,0,0,0,0,0
면도칼,0,0,0,1,0,0,0,0,0,0
도달하다,0,0,0,0,0,0,0,0,0,0
반응하다,1,0,0,1,0,0,0,0,0,0
반동적인,0,0,0,0,0,1,0,0,0,0
읽다,0,0,0,0,0,0,0,0,0,0
리더,0,0,0,0,0,0,1,0,0,0
독자층,0,0,0,0,0,0,0,0,0,0
손쉽게,0,0,0,0,0,0,1,0,0,0
준비,0,1,0,0,1,0,1,0,0,1
독서,0,0,0,0,0,0,1,0,0,0
다시 정리함,0,0,0,0,0,0,0,0,0,0
준비가 된,0,1,0,0,0,0,0,0,0,0
재확인,0,0,0,0,0,0,1,0,0,0
시약,0,0,0,0,0,0,0,0,0,0
진짜,0,0,0,0,0,0,1,0,0,1
실재론,0,0,0,0,0,0,0,0,0,0
현실적인,0,0,0,0,0,0,0,0,0,0
현실,0,0,0,0,0,0,0,0,0,0
왕국,0,0,0,0,0,0,0,0,0,0
부동산,0,0,0,0,0,0,0,0,0,0
연,0,0,0,0,0,0,0,0,0,0
베다,0,0,0,0,0,0,0,0,0,0
다시 나타나다,0,0,0,0,0,0,0,0,1,0
뒤쪽,0,0,0,0,0,1,0,0,0,0
재정렬,0,0,0,0,0,0,0,0,0,0
재배열,0,0,0,0,0,0,0,0,0,0
이유,0,0,0,0,0,0,1,0,0,0
유리,0,0,0,0,0,0,0,0,0,0
추리,0,0,0,0,0,0,0,0,0,0
원인,0,0,0,0,0,0,0,0,0,0
재조립,0,0,0,0,0,0,0,0,0,0
안심,0,0,0,0,0,0,1,0,0,1
안심,0,0,0,0,0,0,1,0,0,1
안심,0,0,0,0,0,0,0,0,0,0
안심시키는,0,0,0,0,0,0,0,0,0,0
할인,0,0,0,0,0,0,1,0,0,0
반역자,1,0,0,1,0,1,0,0,0,0
반항,1,0,1,1,0,0,0,0,0,0
다시 태어난,0,0,0,0,0,0,0,0,0,0
리바운드,0,0,0,0,0,0,0,0,0,0
재건하다,0,0,0,0,0,0,0,0,0,0
꾸짖다,0,0,0,0,0,1,0,0,0,0
반박,0,0,0,0,0,1,0,0,0,0
고집 불통,1,0,1,0,0,1,0,0,0,0
상기하다,0,0,0,0,0,0,0,0,0,0
개주,0,0,0,0,0,0,1,0,0,0
움푹 들어가다,0,0,0,0,0,0,0,0,0,0
후퇴,0,0,0,0,0,0,0,0,0,0
영수증,0,0,0,0,0,0,0,0,0,0
영수증,0,0,0,0,0,0,0,0,0,0
받았다,0,0,0,0,0,0,1,0,0,0
수화기,0,0,0,0,0,0,0,0,0,0
전수,0,1,0,0,1,0,1,0,1,0
최근의,0,0,0,0,0,0,0,0,0,0
소켓,0,0,0,0,0,0,0,0,0,0
리셉션,0,0,0,0,0,0,0,0,0,0
휴게,0,0,0,0,0,0,0,0,0,0
움푹 들어간 곳,0,0,0,1,0,0,0,0,0,0
경기 후퇴,1,0,1,1,0,1,0,1,0,0
공들인,0,0,0,0,0,0,1,0,0,0
상습적 범행,1,0,1,0,0,1,0,1,0,0
레시피,0,0,0,0,0,0,0,0,0,0
받는 사람,0,1,0,0,0,0,0,0,0,0
역수,0,0,0,0,0,0,0,0,0,0
보답하다,0,0,0,0,0,0,1,0,0,0
상호 상태,0,0,0,0,0,0,0,0,0,0
독주회,0,0,0,0,0,0,0,0,0,0
암송,0,0,0,0,0,0,0,0,0,0
암송하다,0,0,0,0,0,0,0,0,0,0
무모한,1,0,0,1,0,1,0,0,0,0
무모,1,0,1,1,0,1,0,0,1,0
계산,0,0,0,0,0,0,0,0,0,0
교정,0,0,0,0,0,0,1,0,0,0
...에 기대다,0,0,0,0,0,0,1,0,0,1
은둔,0,0,0,0,0,0,0,0,0,0
인식,0,0,0,0,0,0,0,0,0,0
확인할 수 있는,0,1,0,0,0,0,1,0,0,0
인정,0,0,0,0,0,0,0,0,0,0
움찔하다,0,0,0,0,0,0,0,0,0,0
생각해 내다,0,0,0,0,0,0,0,0,0,0
회상,0,0,0,0,0,0,0,0,0,0
재조합,0,0,0,0,0,0,0,0,0,0
재조합,0,1,0,0,0,0,0,0,0,0
추천하다,0,0,0,0,0,0,1,0,0,1
추천,0,0,0,0,0,0,0,0,0,0
보답,0,0,0,0,0,0,0,0,0,0
조정하다,0,0,0,0,0,0,0,0,0,0
화해,0,1,0,0,1,0,1,0,0,1
정찰,0,0,0,0,0,0,0,0,0,0
재고하다,0,0,0,0,0,0,0,0,0,0
재고,0,0,0,0,0,0,1,0,0,1
재구성,0,0,0,0,0,0,0,0,0,0
재구성하다,0,1,0,0,0,0,1,0,0,0
재건,0,1,0,0,0,0,1,0,0,0
기록,0,0,0,0,0,0,0,0,0,0
기록계,0,0,0,0,0,0,1,0,0,0
녹음,0,0,0,0,0,0,0,0,0,0
다시 세다,0,0,0,0,0,0,0,0,0,0
빼다,0,0,0,0,0,0,1,0,0,0
의지,0,0,0,0,0,0,0,0,0,0
회복 가능한,0,0,0,0,0,0,0,0,0,0
회복,0,0,0,0,0,0,1,0,0,0
휴양,0,1,0,0,1,0,1,0,0,0
레크리에이션,0,1,0,0,1,0,1,0,0,0
모집하다,0,0,0,0,0,0,0,0,0,0
모병,0,0,0,0,0,0,0,0,0,0
모집하다,0,0,0,0,0,0,0,0,0,1
직사각형,0,0,0,0,0,0,0,0,0,0
직사각형,0,0,0,0,0,0,0,0,0,0
정류,0,0,0,0,0,0,0,0,0,0
시정하다,0,0,0,0,0,0,1,0,0,0
교구 목사,0,0,0,0,0,0,0,0,0,0
사제,0,0,0,0,0,0,0,0,0,0
가로 누운,0,0,0,0,0,0,0,0,0,0
회복,0,0,0,0,0,0,0,0,0,0
재발하다,0,0,0,0,0,0,0,0,0,0
회귀,0,0,0,0,0,0,0,0,0,0
재발,0,1,0,0,0,0,0,0,0,0
반복되는,0,0,0,0,0,0,0,0,0,0
재귀,0,0,0,0,0,0,0,0,0,0
재귀적,0,0,0,0,0,0,0,0,0,0
재귀적으로,0,0,0,0,0,0,0,0,0,0
빨간색,0,0,0,0,0,0,0,0,0,0
불그스름한,0,0,0,0,0,0,0,0,0,0
구원,0,0,0,0,0,0,1,0,0,0
홍반,0,0,0,0,0,0,0,0,0,0
구제,0,0,0,0,0,0,1,0,0,0
줄인,0,0,0,0,0,0,0,0,0,0
절감,0,0,0,0,0,0,0,0,0,0
중복성,0,0,0,0,0,0,0,0,0,0
불필요한,0,0,0,0,0,1,0,0,0,0
갈대,0,0,0,0,0,0,0,0,0,0
암초,0,0,0,0,0,0,0,0,0,0
암초,0,0,0,0,0,0,0,0,0,0
릴,0,0,0,0,0,0,0,0,0,0
재건하다,0,0,0,0,0,0,0,0,0,0
심판,0,0,0,0,0,0,0,0,0,1
참조,0,0,0,0,0,0,0,0,0,0
국민 투표,0,0,0,0,0,0,0,0,0,0
정제하다,0,0,0,0,0,0,1,0,0,0
정제,0,0,0,0,0,0,1,0,0,0
정련소,0,0,0,0,0,0,0,0,0,0
정제,0,0,0,0,0,0,0,0,0,0
수리,0,0,0,0,0,0,0,0,0,0
반영하다,0,0,0,0,0,0,0,0,0,0
반영,0,0,0,0,0,0,0,0,0,0
반사,0,0,0,0,0,0,0,0,0,0
반사,0,0,0,0,0,0,0,0,0,0
반사기,0,0,0,0,0,0,0,0,0,0
휘어진,0,0,0,0,0,0,0,0,1,0
환류,0,0,1,0,0,1,0,0,0,0
개정,0,0,0,0,0,0,1,0,0,0
개선,0,0,0,0,0,0,1,0,0,0
개혁가,0,0,0,0,0,0,1,0,0,0
굴절,0,0,0,0,0,0,0,0,0,0
굴절기,0,0,0,0,0,0,0,0,0,0
내화 물질,0,0,0,0,0,1,0,0,0,0
그만두다,0,0,0,0,0,0,0,0,0,0
삼가,0,0,0,0,0,0,0,0,0,0
상쾌,0,0,0,0,0,0,1,0,0,0
냉장하다,0,0,0,0,0,0,0,0,0,0
냉각,0,0,0,0,0,0,0,0,0,0
냉장고,0,0,0,0,0,0,0,0,0,0
피난,0,0,0,0,0,0,0,0,0,0
난민,0,0,0,0,0,0,0,1,0,0
환불금,0,0,0,0,0,0,0,0,0,0
다시 닦다,0,0,0,0,0,0,1,0,0,0
거절,0,0,0,0,0,1,0,0,0,0
거절하다,0,0,0,0,0,1,0,0,0,0
거부,0,0,0,0,0,1,0,1,0,0
거부,0,0,0,0,0,0,0,0,0,0
논박,0,0,0,1,0,0,0,0,0,0
논박하다,0,0,0,0,0,0,0,0,0,0
되찾다,0,0,0,0,0,0,0,0,0,0
리갈,0,0,0,0,0,0,1,0,0,1
예복,0,0,0,0,0,0,0,0,0,0
요트 경주,0,1,0,0,0,0,0,0,0,0
섭정 정치,0,0,0,0,0,0,0,0,0,0
재생하다,0,0,0,0,0,0,0,0,0,0
재건,0,0,0,0,0,0,0,0,0,0
섭정,0,0,0,0,0,0,1,0,0,1
정권,0,0,0,0,0,0,0,0,0,0
섭생,0,0,0,0,0,0,0,0,0,0
연대,0,0,0,1,0,0,0,0,0,0
지역,0,0,0,0,0,0,0,0,0,0
지역,0,0,0,0,0,0,0,0,0,0
지역주의,0,0,0,0,0,0,0,0,0,0
등록하다,0,0,0,0,0,0,0,0,0,0
기록 사무관,0,0,0,0,0,0,0,0,0,0
등록,0,0,0,0,0,0,0,0,0,0
기재,0,0,0,0,0,0,0,0,0,1
퇴보,0,0,0,0,0,1,0,0,0,0
회귀,0,0,0,0,0,1,0,0,0,0
퇴행,0,0,0,0,0,1,1,0,0,0
유감,0,0,0,0,0,1,0,1,0,0
유감스러운,0,0,0,0,0,1,0,1,0,0
후회하다,0,0,0,0,0,1,0,1,0,0
후회,0,0,0,0,0,1,0,1,0,0
정기적인,0,0,0,0,0,0,0,0,0,0
정격,0,1,0,0,0,0,1,0,0,1
단골,0,0,0,0,0,0,0,0,0,0
규제하다,0,0,0,0,0,0,1,0,0,0
규제,0,0,0,0,0,0,0,0,0,0
규제,0,0,0,0,0,0,0,0,0,0
규제,0,0,0,1,0,1,0,0,0,0
역류,0,0,1,0,0,0,0,0,0,0
갱생시키다,0,0,0,0,0,0,1,0,0,0
복권,0,1,0,0,0,0,1,0,0,0
암송,0,0,0,0,0,0,0,0,0,0
군림,0,0,0,0,0,0,0,0,0,0
상환하다,0,0,0,0,0,0,1,0,0,0
반제,0,0,0,0,0,0,1,0,0,1
고삐,0,0,0,0,0,1,0,0,0,0
순록,0,0,0,0,0,0,0,0,0,0
강화하다,0,0,0,0,0,0,0,0,0,0
보강,0,0,0,0,0,0,1,0,0,1
지원군,0,0,0,0,0,0,0,0,0,1
고삐,0,0,0,0,0,0,0,0,0,0
재설치,0,0,0,0,0,0,0,0,0,0
복직시키다,0,0,0,0,0,0,1,0,0,0
복위,0,0,0,0,0,0,0,0,0,0
재투자,0,0,0,0,0,0,0,0,0,0
재투자,0,0,0,0,0,0,0,0,0,0
반복하다,0,0,0,0,0,0,0,0,0,0
거부하다,1,0,0,1,0,1,0,1,0,0
거부,0,0,0,0,0,1,0,0,0,0
배제,1,0,1,1,0,1,0,1,0,0
거부하다,1,0,0,1,0,1,0,1,0,0
기쁘게 하다,0,1,0,0,1,0,1,0,1,1
기쁨,0,1,0,0,1,0,1,0,1,0
재가입,0,0,0,0,0,0,0,0,0,0
젊어지게 하다,0,0,0,0,0,0,1,0,0,0
젊어지게,0,0,0,0,0,0,1,0,0,0
다시 불을 붙이다,0,1,0,1,1,1,1,0,1,0
재발,0,0,0,1,0,1,0,1,0,0
말하다,0,0,0,0,0,0,0,0,0,0
관련된,0,0,0,0,0,0,0,0,0,1
관계,0,0,0,0,0,0,0,0,0,0
관계,0,0,0,0,0,0,0,0,0,0
상대적인,0,0,0,0,0,0,0,0,0,1
상대성,0,0,0,0,0,0,0,0,0,0
이완제,0,0,0,0,0,0,0,0,0,0
기분 전환,0,0,0,0,0,0,1,0,0,0
편안한,0,0,0,0,0,0,0,0,0,0
계전기,0,0,0,0,0,0,0,0,0,0
풀어 주다,0,0,0,0,0,0,0,0,0,0
출시된,0,0,0,0,0,0,0,0,0,0
좌천,0,0,0,0,0,1,0,0,0,0
관련성,0,0,0,0,0,0,0,0,0,0
관련 있는,0,0,0,0,0,0,1,0,0,1
신뢰할 수 있음,0,0,0,0,0,0,1,0,0,1
믿을 수 있는,0,0,0,0,0,0,1,0,0,1
신뢰,0,0,0,0,0,0,1,0,0,1
유물,0,0,0,0,0,0,0,0,0,0
유물,0,0,0,0,0,0,0,1,0,0
안도,0,0,0,0,0,0,1,0,0,0
완화,0,0,0,0,0,0,1,0,0,0
종교,0,0,0,0,0,0,0,0,0,1
종교적인,0,0,0,0,0,0,0,0,0,0
포기하다,0,0,0,0,0,1,0,0,0,0
맛,0,0,0,0,0,0,0,0,0,0
질색,0,0,0,0,0,0,0,0,0,0
주저하는,0,0,0,1,0,1,0,0,0,0
나머지,0,0,0,0,0,0,0,0,0,0
남은,0,0,0,0,0,0,0,0,0,0
유적,0,0,1,1,0,1,1,0,0,1
다시 만들다,0,0,0,0,0,0,1,0,0,0
반송,1,0,0,0,0,1,0,0,0,0
주목,0,0,0,0,0,0,0,0,0,0
놀랄 만한,0,0,0,0,1,0,1,0,1,1
현저하게,0,0,0,0,0,0,1,0,0,0
교정,0,0,0,0,0,1,0,0,0,0
치료,0,1,0,0,1,0,1,0,0,1
기억하다,0,0,0,0,0,0,0,0,0,0
기억,0,0,0,0,0,0,0,0,0,0
기억,0,0,0,0,0,0,0,0,0,0
기념,0,0,0,0,0,0,0,0,0,0
상기시키다,0,0,0,0,0,0,0,0,0,0
알림,0,0,0,0,0,0,0,0,0,0
면하다,1,0,1,0,0,1,0,1,0,0
용서,0,0,0,0,0,0,1,0,0,0
송금하다,0,0,0,0,0,0,0,0,0,0
송금,0,0,0,0,0,0,0,0,0,0
남은,0,0,0,0,0,0,0,0,0,0
리모델링하다,0,0,0,0,0,0,1,0,0,0
자책감,0,0,0,0,0,1,0,1,0,0
원격,0,0,0,0,0,0,0,0,0,0
원격,0,0,0,0,0,0,0,0,0,0
제거,0,0,0,0,0,1,0,0,0,0
제거하다,1,0,0,1,0,1,0,1,0,0
보수,0,0,0,0,0,0,0,0,0,0
르네상스,0,0,0,0,0,0,1,0,0,0
회우,0,0,0,0,0,1,0,0,0,0
찢다,0,0,0,0,0,1,0,0,0,0
세우다,0,0,0,0,0,0,1,0,0,0
표현,0,0,0,0,0,0,0,0,0,0
랑데부,0,0,0,0,0,0,0,0,0,0
연주,0,0,0,0,0,0,0,0,0,0
배신자,1,0,0,0,0,1,0,0,0,0
갱신,0,0,0,0,0,0,1,0,0,0
포기하다,1,0,0,0,0,1,0,0,0,0
새롭게 하다,0,1,0,0,0,0,1,0,0,0
개조,0,0,0,0,0,0,0,0,0,0
혁신,0,1,0,0,1,0,1,0,0,0
명성,0,0,0,0,0,0,1,0,0,0
유명한,0,0,0,0,0,0,1,0,0,0
임차료,0,0,0,0,0,0,0,0,0,0
렌탈,0,0,0,0,0,0,0,0,0,0
임차인,0,0,0,0,0,0,0,0,0,0
포기,0,0,0,0,0,1,0,0,0,0
개편,0,0,0,0,0,0,0,0,0,0
재구성하다,0,0,0,0,0,0,1,0,0,0
수리하다,0,0,0,0,0,0,0,0,0,0
배상,0,0,0,0,0,0,1,0,0,1
갚다,1,1,0,0,1,0,1,0,0,1
반환,0,0,0,0,0,0,0,0,0,0
폐지,0,0,0,0,0,0,0,0,0,0
반복하다,0,0,0,0,0,0,0,0,0,0
반복,0,0,0,0,0,0,0,0,0,0
자꾸,0,0,0,0,0,0,0,0,0,0
연발총,0,0,0,0,0,0,0,0,0,0
구충제,0,0,1,1,0,1,0,0,0,0
싫은,1,0,1,1,0,1,0,0,0,0
격퇴,0,0,1,0,0,1,0,0,0,0
회개하다,0,0,0,1,0,0,1,0,0,0
후회,0,0,0,0,0,0,0,0,0,0
레퍼토리,0,0,0,0,0,0,0,0,0,0
레퍼토리,0,0,0,0,0,0,0,0,0,0
되풀이,0,0,0,0,0,0,0,0,0,0
바꾸다,0,0,0,0,0,0,0,0,0,0
바꿔 놓음,0,0,0,0,0,0,0,0,0,0
다시 채우다,0,0,0,0,0,0,1,0,0,0
충만한,0,0,0,0,0,0,1,0,0,0
복제,0,0,0,0,0,0,0,0,0,0
댓글,0,0,0,0,0,0,0,0,0,0
보고서,0,0,0,0,0,0,0,0,0,0
보고,0,0,0,0,0,0,0,0,0,0
보고자,0,0,0,0,0,0,1,0,0,1
휴식,0,0,0,0,0,0,1,0,0,0
정복,0,0,0,0,0,0,0,0,0,0
저장소,0,0,0,0,0,0,0,0,0,0
대표,0,0,0,0,0,0,0,0,0,0
대표,0,0,0,0,0,0,0,0,0,0
대표,0,0,0,0,0,0,1,0,0,0
대표하는,0,1,0,0,0,0,0,0,0,0
억누르다,0,0,0,0,0,1,0,1,0,0
억압된,0,0,0,0,0,0,0,0,0,0
억제,0,0,0,1,0,1,0,0,0,0
집행 유예,0,0,0,0,0,0,0,0,0,0
견책,1,0,0,0,0,1,0,0,0,0
재판,0,0,0,0,0,1,0,0,0,0
보복,1,0,0,1,0,1,0,1,0,0
재현부,0,0,0,0,0,0,0,0,0,0
치욕,1,0,1,0,0,1,0,1,0,0
낳다,0,0,0,0,0,0,0,0,0,0
생식,0,0,0,0,0,0,0,0,0,0
생식,0,0,0,0,1,0,1,0,0,0
비열한,0,0,0,0,0,0,0,0,0,0
공화국,0,0,0,0,0,1,0,0,0,0
공화주의자,0,0,0,0,0,0,0,0,0,0
포기,1,0,1,0,0,1,0,0,0,0
반발,0,0,1,1,0,1,0,0,0,0
환매,0,0,0,0,0,0,0,0,0,0
평판이 좋은,0,0,0,0,0,0,1,0,0,1
평판,0,0,0,0,0,0,0,0,0,0
평판,0,0,0,0,0,0,0,0,0,0
요구,0,0,0,0,0,0,0,0,0,0
진혼곡,0,0,0,0,0,0,0,1,0,0
필수의,0,0,0,0,0,0,0,0,0,0
요구 사항,0,0,0,0,0,0,0,0,0,0
필요한,0,0,0,0,0,0,0,0,0,0
청구서,0,0,0,0,0,0,0,0,0,0
취소,0,0,0,0,0,1,0,0,0,0
철회,0,0,0,0,0,1,0,0,0,0
구조하다,0,1,0,0,1,0,1,0,1,1
연구,0,0,0,0,0,0,0,0,0,0
